C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP ,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Dev OK'd,Comments
,CS,MIS,16595,ITI-9 messages stuck in QUEUED because unable to find MRI database,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.TYPE.del.hl7mp, MIS.XML.UTIL.iti.wizard",6/19/2015,MIS 1931,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16601,INFCE: SYND changes for Namespace ID to use Value Set,Completed,3,,"6.0C, 6.07C, 6.08C",,"MIS.XIO.build.syndromic.surveillance, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",6/19/2015,MIS 1960,8/21/2014,,Y,Y,,,Y,,,
,CS,MIS,16602,Message Generator changes to support Namespace Types in MSH segment,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XO.MSG.GEN.ee, MIS.XO.MSG.GEN.ee.mpg.driver, MIS.XO.MSG.GEN.ee.mpg.driver.gen, MIS.XO.MSG.GEN.ee.mpg.driver.lab, MIS.XO.MSG.GEN.ee.mpg.driver.msh",6/19/2015,MIS 1805,4/17/2014,,Y,Y,,,,,,
,CS,MIS,16603,INFCE: SYND hook changes for Namespace ID,6.1-Completed,3,Y,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.focus.reg.to.hl7.synd,6/19/2015,,5/15/2014,,,,,,Y,,,
,CS,MIS,16605,Add M-AT Inbox Connection Mnemonic param to the Inbound Msg Filer view routine,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,,6/19/2015,,5/15/2014,,,,,,,,,
,CS,MIS,16616,Message Filer dictionary alert not in view screen,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,,6/19/2015,MIS 2013,10/16/2014,,Y,Y,,,,,,
,CS,MIS,16622,Single quotes in XML attributes are causing infinite loops,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.xml.extract.attributes,6/19/2015,MIS 1856,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16628,Invalid Creation time in ITI-41 when using OIDS to find time,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.smtp",6/19/2015,MIS 1828,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16633,INFCE - Inbound messages can be skipped before they are finished filing,Submitted,3,,"6.07S, 6.13S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,16650,INFCE: CCD - Rejecting PIX messages with CA acknowledgment code,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.xi.file.iti.44, MIS.XML.UTIL.xi.file.iti.45",6/19/2015,MIS 1885,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,16654,HTTP decode utility doesn't recognize/decode encoded HEX sequences,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.convert.to.other.value,6/19/2015,MIS 1832,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16658,CCDA: calls to HTTP encoding utility incur unnecessary performance costs,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.build.object,6/19/2015,MIS 2132,1/15/2015,,Y,Y,,Y,,,,
,CS,MIS,16669,LOINC codes not valid for transmission of MIC procedures in CDA,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1778,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16674,INFCE - Discharge instruction queries do not appear on the CCD,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1984,9/18/2014,,Y,Y,,Y,,,,"Formatting problems, see MIS 18088"
,CS,MIS,16709,CDA: Inbound Direct Filing issues,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.TYPE.http.synch.server, MIS.XML.UTIL.iti.wizard, MIS.XML.UTIL.mime.parse, MIS.XML.UTIL.xi.file.iti.41.direct",6/19/2015,MIS 1839,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16710,CDA: ITI Wizard does not fully initialize profiles when loaded from Config Lib,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.CONLIB.init.builder, MIS.XML.CONLIB.init.cda, MIS.XML.CONLIB.init.medallies.test, MIS.XML.PROFILE.ee",6/19/2015,MIS 1848,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16712,INFCE: Pulling value set for MIC answer text to populate in OBX|5,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.X.DICT.MAP.ee, MIS.X.DICT.MAP.id, MIS.X.DICT.MAP.load.dict.values, MIS.X.UNIT.ee, MIS.X.UNIT.init",6/19/2015,MIS 1953,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,16719,CCDA: displayName attribute not populating for Coded Entries (CE),Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.cda,6/19/2015,MIS 1812,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16724,"INFCE: Populate OBX|6 with Age Units, OBX|5 Chief Complaint Fix",Completed,3,,"6.0C, 6.07C, 6.08C",5,MIS.XIO.xo.format.synd.surv.hl7,6/19/2015,MIS 1821,5/15/2014,,Y,Y,,,Y,,,
,CS,MIS,16725,INFCE: CCD assumes weight is in Kilograms,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1779,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16728,"INFCE: CCD doesn't send ""true"" with no Immunizations",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.cda,6/19/2015,MIS 1780,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16729,INFCE: CCD doesn't send correct vital signs effective time,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1781,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16731,"MM EDI messages failing for ""Unable to negotiate secure data connection""",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,Z.ftp.functions,6/19/2015,MIS 1836,5/15/2014,,Y,Y,,,,,,
,CS,MIS,16739,INFCE: CCD File inbound XDR message incorrectly when document base64 encoded,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.TYPE.http.synch.server, MIS.XML.UTIL.xi.file.iti.41.direct",6/19/2015,MIS 1840,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16741,Inactive MRI DB can be used when trying to create a GXOQ event for ITI txns,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.ehr.supplier.dispatch, MIS.XIO.queue.iti.events, MIS.XML.UTIL.get.cda.for.view, MIS.XML.UTIL.get.cda.for.view.mobile, MIS.XML.UTIL.get.cda.for.view.npr, MIS.XML.UTIL.get.current.cda, MIS.XML.UTIL.id.patient, MIS.XML.UTIL.queue.direct.email, MIS.XML.UTIL.test.format.cda, MIS.XML.UTIL.test.view.cda.archive, MIS.XML.UTIL.xi.file.iti.45",6/19/2015,MIS 1886,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,16743,Digitally Signed Data Causing Crash (MG NMI DTS 1600),6.1-Submitted,3,,"6.0S, 6.08S, 6.1S, 6.15S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,16748,CDA: High volume can cause CCD generation backlogs,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.SVC.file.msg.inbox, MIS.X.DEL.TYPE.from.folder.to.appl.anp, MIS.XIO.master.instance, MIS.XIO.queue.iti.events, MIS.XML.UTIL.ee.cda.configuration.multi, MIS.XML.UTIL.ee.cda.configuration.params",6/19/2015,MIS 1841,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16749,"INFCE: CCD sends ""UNK"" problem effective time",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.cda,6/19/2015,MIS 1813,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16754,Add new base64 decoder to Interface Manager,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.im.msg.view, MIS.XIO.im.scr.txt",6/19/2015,MIS 2017,10/16/2014,,Y,Y,,Y,,,,
,CS,MIS,16757,INFCE: CCD entity name is not sending for service delivery location,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.cda,6/19/2015,MIS 1814,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16762,INFCE: Event OID from EMR can be invalid,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.cda,6/19/2015,MIS 1815,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16766,INFCE: ITI-44 does not convert enc chars in street address,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.xo.format.iti.44,6/19/2015,MIS 1784,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16767,INFCE:CCD not validating because of invalid results and/or vital signs.,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.PROTO.init, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1816,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16776,INFCE: The code description length can cause the value set map to crash,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.X.VALUE.SET.ee, MIS.X.VALUE.SET.ee2",6/19/2015,MIS 1969,9/18/2014,,Y,Y,,Y,,,,
,CS,MIS,16782,Typo in CCD Wizard; assigns RVC/SND as Direction in XDR Del SVC,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.iti.wizard,6/19/2015,MIS 1932,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16783,"INFCE: CCD Portal documents have ""Refferal"" not ""Referral"" in Encounter Tab",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1791,4/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16788,INFCE: Web Service SOAP response doesn't HTTP encode <relatesTo> value,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.format.soap.12, MIS.XML.UTIL.format.soap.12.response",6/19/2015,MIS 1927,7/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16792,Add negation indicator for all CDA sections,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XML.PROTO.init, MIS.XML.UTIL.format.cancer.cda, MIS.XML.UTIL.format.cda",6/19/2015,MIS 2023,10/16/2014,,Y,Y,,Y,,,,
,CS,MIS,16811,Change Relationship to Role for the Support Section of the CCDA,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.install.cda.style.sheet, MIS.XIO.install.cda.style.sheet.inline",6/19/2015,MIS 1851,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16819,Delivery Service Trap: Screen corruption when viewing trap,6.1-Submitted,3,,"6.0S, 6.08S, 6.1S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,16826,NMI: Potential Security Threat with CCDA Style-sheets (6.x),Completed,2,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.install.cda.style.sheet, MIS.XIO.install.cda.style.sheet.inline",6/19/2015,MIS 1809,4/30/2014,,Y,Y,,Y,,,,
,CS,MIS,16840,ITI.41 Interface Retrieving SOAP GUID from Wrong Element,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.TYPE.del.http, MIS.XML.UTIL.mime.parse, MIS.XML.UTIL.soap.parse, MIS.XML.UTIL.xi.file.iti.41",6/19/2015,MIS 1855,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16845,SYND: Value set for Mode of Arrival in PV2-38,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.CODE.SYS.init2, MIS.X.DICT.MAP.ee, MIS.X.VALUE.SET.init.phvs, MIS.X.VALUE.SET.init2.phvs, MIS.XIO.xo.format.get.all.appl.data, MIS.XIO.xo.format.synd.surv.hl7",6/19/2015,MIS 1881,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16846,"CCDA: certain non-printable chars should be changed to blanks, not encoded",Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.convert.to.other.value,6/19/2015,MIS 1833,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16853,INFCE: Memory Leak / Performance Issues for ERX driver and TCPIP.SSL code,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.X.DEL.SVC.driver.rx, MIS.X.DEL.TYPE.tcpip.synch.ssl",6/19/2015,MIS 1842,6/19/2014,,Y,Y,,,,,,
,CS,MIS,16867,INFCE: Add Facility Section to Inbound Results Filer,Submitted,3,,"6.0S, 6.07S, 6.08S, 6.1S, 6.13S",,,6/19/2015,,,,,,,,,,,
,CS,MIS,16874,Additional fields for Syndromic Surveillance Interface,Completed,3,Y,"6.0C, 6.07C, 6.08C",5,"MIS.XIO.build.syndromic.surveillance, MIS.XIO.xo.format.get.all.appl.data, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",6/19/2015,MIS 1822,6/19/2014,,Y,Y,,,Y,,,
,CS,MIS,16882,Standard Objects are not being copied to Custom objects from the Profile E/E,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.PROFILE.ee,6/19/2015,MIS 1849,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16890,INFCE: CCD vitals narrative temp conversion,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1858,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16894,INFCE: Add the HC.ORD.OM delivery service to the homecare interface,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.build.ptct.maestro.interfaces,6/19/2015,MIS 2173,,,Y,Y,,,,,,
,CS,MIS,16899,CCD: Include correct Discharge Summary Report based on visit,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1986,9/18/2014,,Y,Y,,Y,,,,
,CS,MIS,16901,INFCE - Immunization interface's application acknowledgement type is hardcoded,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.focus.immun.to.hl7,6/19/2015,MIS 1873,9/18/2014,,Y,Y,,,Y,,,
,CS,MIS,16920,CDA:  no wizard exists for just the CDA Supplier common components,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.cda.hook.points, MIS.XML.UTIL.cda.wizard, MIS.XML.UTIL.ee.cda.configuration.multi, MIS.XML.UTIL.ee.cda.configuration.params, MIS.XML.UTIL.iti.wizard, ~.tool.box.interface.install.menu",6/19/2015,MIS 1843,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16934,INFCE: Misc. Fixes and Cleanup to ERX Wizard in NPR,Submitted,3,,6.07S,,,6/19/2015,,,,,,,,,,,
,CS,MIS,16936,CCDA Document External Identifier does not conform to ITI-41 Specifications,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.archive.cda.guts, MIS.XML.UTIL.cda.convert.id, MIS.XML.UTIL.format.cda, MIS.XML.UTIL.get.cda.guid, MIS.XML.UTIL.test.view.cda.archive, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.smtp",6/19/2015,MIS 1887,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,16939,MPM: SCH Alerts timestamp deleting in LSS,Completed,3,,"6.0C, 6.07C, 6.08C",5,MIS.XIO.xi.query.hl7.focus,6/19/2015,MIS 1878,6/19/2014,,Y,Y,,,,,,
,CS,MIS,16951,CDA: logic to prevent multiple archive jobs on same machine from colliding,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.dir.delete, MIS.XML.UTIL.test.format.cda, MIS.XML.UTIL.xo.format.smtp",6/19/2015,MIS 1829,5/15/2014,,Y,Y,,Y,,,,
,CS,MIS,16953,CCD: Plan of Care narrative header inconsistent with other sections,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1888,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,16955,INFCE - Periods should not always be removed from syndromic DX codes,Completed,3,,"6.0C, 6.07C, 6.08C",5,"MIS.XIO.build.syndromic.surveillance, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",6/19/2015,MIS 1882,6/19/2014,,Y,Y,,,Y,,,
,CS,MIS,16959,(Online Help) Create help for Build CDA Compile Common Interfaces wizard,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,,6/19/2015,MIS 1864,6/19/2014,,Y,Y,,,,,,
,CS,MIS,16966,CCD: PID|11 in ITI-41 Metadata not HTTP encoded,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XML.UTIL.format.xd.metadata,6/19/2015,MIS 1857,7/17/2014,,Y,Y,,Y,,,,
,CS,MIS,16968,Improper handling of special characters cause formatting issues with names,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.name.hl7,6/19/2015,MIS 2209,3/19/2015,,Y,Y,,,,,,
,CS,MIS,16972,ABS Procedures duplicated in the CCD,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1859,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16973,CCD: Wizard does not initialize Custom Objects when using Config. Library,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XML.CONLIB.init.builder, MIS.XML.CONLIB.init.cda, MIS.XML.CONLIB.init.medallies.test",6/19/2015,MIS 2047,11/20/2014,,Y,Y,,Y,,,,
,CS,MIS,16983,"Home Care not getting ACK for ORU messages, ACK are not formatted correctly",6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.file.vitals.hl7.2.focus.ptct,6/19/2015,,7/17/2014,,,,,,,,,
,CS,MIS,16989,CDA: Reason for Visit missing,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1860,6/19/2014,,Y,Y,,Y,,,,
,CS,MIS,16992,INFCE - ARRA II Interfaces need the ability to modify patient information,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.14C, 6.15C",,"MIS.MAP.get.value, MIS.X.HL7.FLD.ee, MIS.X.HL7.FLD.view, MIS.XIO.build.focus.dietary.orders.to.ov.link, MIS.XIO.ee.hfm.msg.types, MIS.XIO.ee.hfm.rec.types, MIS.XIO.focus.to.hl7, MIS.XIO.footprint, MIS.XIO.hl7.focus.mapping.desktop, MIS.XIO.hl7.focus.mapping.params.ee, MIS.XIO.hl7.mat.mapping.desktop.msg, MIS.XIO.hl7.mat.mapping.desktop.rec, MIS.XIO.pack.fields.hl7, MIS.XO.EVENT.Q.driver, MIS.XO.EVENT.Q.driver.pacs, MIS.XO.MSG.GEN.ee.mpg.driver.gen, MIS.XO.MSG.GEN.ee.msg.medinet, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters, MIS.XO.MSG.GEN.ee.xo.msg.parameters, MIS.XO.MSG.GEN.ee.xo.msg.parameters.imm, MIS.XO.MSG.GEN.ee.xo.msg.parameters.iti.hl7, ~.comm.menu, ~.tool.box.infce.mod.hl7.fld, ~.tool.box.interface.menu",6/19/2015,MIS 2143,1/15/2015,,Y,Y,,,Y,,,
,CS,MIS,16996,Wrong facility is being used when trying to create CCD Discharge Summary,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 2024,10/16/2014,,Y,Y,,Y,,,,
,CS,MIS,16997,INFCE: Interface Manager Goto Navigation Field in Msg Detail View Too Small,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.im.choose.msg, MIS.XIO.im.msg.view",6/19/2015,MIS 2275,5/21/2015,Y,,,,,,,,
,CS,MIS,17002,INFCE - Make use of provider ID type parameter for LAB orders interfaces,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XO.MSG.GEN.ee.msg.medinet,6/19/2015,MIS 2086,11/20/2014,,Y,Y,,,,,,
,CS,MIS,17003,IntMan: message selection issues,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.im.infce.change.status, MIS.XIO.im.msg.filter, MIS.XIO.interface.manager, MIS.XO.MSG.file.main.guts, MIS.XO.MSG.im.build.array, MIS.XO.MSG.init.msg",6/19/2015,MIS 2021,10/21/2014,,Y,Y,,,,,,
,CS,MIS,17020,INFCE: Syndromic messages needed for ED patients that become Inpatients,Completed,3,,"6.0C, 6.07C, 6.08C",,"MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.include.exclude.gen.loc",6/19/2015,MIS 2294,8/20/2015,Y,,,,,Y,,,
,CS,MIS,17022,INFCE: CDA should not generate for expired patient,Completed,3,,"6.0C, 6.07C, 6.08C",,MIS.XML.UTIL.start.get.chart,6/19/2015,MIS 1949,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,17035,INFCE: CCD - Send ITI-41 without requiring a PIX or PIF feed,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XI.MSG.focus.get.event.oid, MIS.XML.UTIL.archive.cda, MIS.XML.UTIL.xo.format.iti.41",6/19/2015,MIS 1889,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,17037,CDA: Move Microbiology Procedures from Procedures to Results Section,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1988,8/21/2014,,Y,Y,,Y,,,,
,CS,MIS,17044,Configuration library needs to update version,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XML.CONLIB.init, MIS.XML.CONLIB.init.builder",6/19/2015,MIS 1863,8/21/2014,,Y,Y,,,,,,
,CS,MIS,17048,INFCE: Syndromic messages showing DG1 segments with both ICD9 and ICD10 codes,Completed,3,,"6.0C, 6.07C, 6.08C",,"MIS.XIO.xo.format.get.all.appl.data, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",6/19/2015,MIS 2121,12/18/2014,,Y,Y,,,Y,,,
,CS,MIS,17055,View CCD via IE Browser not displaying when other IE sessions are active,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.get.cda.for.view.npr,6/19/2015,MIS 2048,11/20/2014,,Y,Y,,Y,,,,
,CS,MIS,17060,Home Care: Vital signs messages failing for uknown patient when patient exists,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.build.ptct.maestro.interfaces,6/19/2015,,10/16/2014,,,,,,,,,
,CS,MIS,17068,INFCE: Send /TRIGGER.EVENT in EVN|1 for Syndromic Surveillance,Completed,3,,"6.0C, 6.07C, 6.08C",,"MIS.XIO.build.syndromic.surveillance, MIS.XIO.xo.format.synd.surv.hl7, MIS.XO.MSG.GEN.ee.public.hlth.msg.parameters",6/19/2015,MIS 1989,9/18/2014,,Y,Y,,,Y,,,
,CS,MIS,17088,CDA: Chief Complaint/Reason for Visit section can be erroneously suppressed,Completed,3,Y,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",5,"MIS.XIO.ehr.build.cda.data, MIS.XML.UTIL.format.cda",6/19/2015,MIS 1890,7/17/2014,,Y,Y,,Y,,,,
,CS,MIS,17106,INFCE: Provider column built on procedure narrative of CCDA with no surgeons,Completed,3,,"6.0C, 6.07C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.ehr.build.cda.data,6/19/2015,MIS 1990,9/18/2014,,Y,Y,,Y,,,,
,CS,MIS,17123,INFCE: HTTP delivery service crashes due to memory leak,6.1-Completed,3,,"6.0C, 6.08C, 6.1C, 6.13C, 6.14C, 6.15C",,MIS.X.DEL.TYPE.del.http,6/19/2015,,8/21/2014,,,,,Y,,,,
,CS,MIS,17131,CDA: STRT.GET.CHT generator should not be in 6.1x releases,6.1-Completed,3,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XML.UTIL.cda.wizard,6/19/2015,,8/21/2014,,,,,Y,,,,
,CS,MIS,17134,SYND: Format OBX|5 for Chief Complaint,Completed,3,,"6.0C, 6.07C, 6.08C",,MIS.XIO.xo.format.synd.surv.hl7,6/19/2015,MIS 1991,9/18/2014,,Y,Y,,,Y,,,
